geographic_area,city,share_white_x,share_black_x,share_native_american_x,share_asian_x,share_hispanic_x,share_white_y,share_black_y,share_native_american_y,share_asian_y,share_hispanic_y,median_income,percent_completed_hs,poverty_rate
GA,white plains city,59.2,40.5,0.0,0.0,0.4,59.2,40.5,0.0,0.0,0.4,34886.0,95.9,5.9
GA,whitesburg city,85.0,12.8,0.2,0.0,3.6,85.0,12.8,0.2,0.0,3.6,36000.0,68.7,18.8
GA,willacoochee city,44.4,36.2,1.1,0.2,23.1,44.4,36.2,1.1,0.2,23.1,26518.0,62.9,44.2
GA,williamson city,84.1,9.9,0.0,0.6,0.9,84.1,9.9,0.0,0.6,0.9,42750.0,77.1,10.4
GA,wilmington island cdp,91.1,3.8,0.2,2.6,3.1,91.1,3.8,0.2,2.6,3.1,68534.0,96.9,5.2
GA,winder city,71.8,18.2,0.2,2.0,9.8,71.8,18.2,0.2,2.0,9.8,42611.0,78.0,19.8
GA,winterville city,73.4,21.8,0.3,0.4,5.3,73.4,21.8,0.3,0.4,5.3,55833.0,93.7,14.0
GA,woodbine city,57.2,39.4,0.8,0.1,2.3,57.2,39.4,0.8,0.1,2.3,39359.0,80.4,29.8
GA,woodbury city,39.6,59.8,0.0,0.3,0.5,39.6,59.8,0.0,0.3,0.5,26875.0,71.9,38.5
GA,woodland city,23.3,75.2,0.7,0.0,0.0,23.3,75.2,0.7,0.0,0.0,26786.0,63.8,27.6
GA,woodstock city,79.3,10.2,0.2,4.5,9.7,79.3,10.2,0.2,4.5,9.7,68504.0,95.5,7.0
GA,woodville city,29.3,68.8,0.0,0.3,1.2,29.3,68.8,0.0,0.3,1.2,34643.0,74.3,31.1
GA,woolsey town,94.9,3.2,0.0,0.0,1.3,94.9,3.2,0.0,0.0,1.3,75625.0,93.2,3.2
GA,wrens city,32.0,64.7,0.0,0.5,2.5,32.0,64.7,0.0,0.5,2.5,27120.0,76.1,37.3
GA,wrightsville city,42.0,55.6,0.4,0.4,1.1,42.0,55.6,0.4,0.4,1.1,25190.0,67.5,29.2
GA,yatesville town,78.4,18.8,0.3,0.3,0.3,78.4,18.8,0.3,0.3,0.3,46250.0,81.0,7.0
GA,young harris city,92.4,2.8,0.4,1.3,4.0,92.4,2.8,0.4,1.3,4.0,28125.0,90.3,36.3
GA,zebulon city,59.5,35.2,1.9,0.9,1.4,59.5,35.2,1.9,0.9,1.4,37107.0,81.0,30.8
HI,ahuimanu cdp,22.0,0.7,0.1,31.1,9.4,22.0,0.7,0.1,31.1,9.4,93341.0,96.2,11.0
HI,aiea cdp,15.0,0.7,0.1,57.7,6.2,15.0,0.7,0.1,57.7,6.2,95428.0,93.8,5.9
HI,ainaloa cdp,28.8,0.6,0.5,14.4,19.0,28.8,0.6,0.5,14.4,19.0,27402.0,85.5,32.3
HI,anahola cdp,17.3,0.2,0.6,6.4,9.8,17.3,0.2,0.6,6.4,9.8,55313.0,89.2,16.9
HI,captain cook cdp,31.4,0.7,0.4,27.6,9.5,31.4,0.7,0.4,27.6,9.5,66276.0,94.5,8.8
HI,discovery harbour cdp,56.6,0.7,0.5,10.1,8.2,56.6,0.7,0.5,10.1,8.2,36071.0,96.5,25.7
HI,east honolulu cdp,27.3,0.5,0.1,49.1,4.1,27.3,0.5,0.1,49.1,4.1,112548.0,96.7,3.9
HI,eden roc cdp,46.2,0.4,0.5,4.5,16.2,46.2,0.4,0.5,4.5,16.2,17798.0,78.5,55.6
HI,eleele cdp,12.1,0.3,0.2,58.2,8.9,12.1,0.3,0.2,58.2,8.9,68750.0,85.5,11.2
HI,ewa beach cdp,8.4,0.7,0.1,50.6,11.1,8.4,0.7,0.1,50.6,11.1,77674.0,80.7,14.0
HI,ewa gentry cdp,16.2,3.6,0.2,44.3,12.3,16.2,3.6,0.2,44.3,12.3,89633.0,92.9,3.1
HI,ewa villages cdp,4.7,0.6,0.0,59.5,11.2,4.7,0.6,0.0,59.5,11.2,89673.0,81.8,2.7
HI,fern acres cdp,39.3,0.6,0.4,6.6,15.8,39.3,0.6,0.4,6.6,15.8,38836.0,89.1,20.0
HI,fern forest cdp,49.3,0.8,0.9,7.8,13.5,49.3,0.8,0.9,7.8,13.5,18281.0,91.2,48.0
HI,haena cdp,66.8,0.0,0.2,1.6,4.4,66.8,0.0,0.2,1.6,4.4,45464.0,98.1,12.1
HI,haiku-pauwela cdp,59.4,0.3,0.5,8.1,11.0,59.4,0.3,0.5,8.1,11.0,64467.0,93.9,10.2
HI,halaula cdp,15.4,0.6,0.0,31.1,20.7,15.4,0.6,0.0,31.1,20.7,54750.0,87.9,13.2
HI,halawa cdp,12.3,1.5,0.1,51.6,7.5,12.3,1.5,0.1,51.6,7.5,91779.0,92.9,9.7
HI,haleiwa cdp,24.7,0.4,0.3,33.6,11.2,24.7,0.4,0.3,33.6,11.2,63844.0,86.0,10.8
HI,haliimaile cdp,20.5,0.1,0.1,35.0,11.7,20.5,0.1,0.1,35.0,11.7,59526.0,80.2,8.2
HI,hana cdp,22.2,0.1,0.1,5.0,9.8,22.2,0.1,0.1,5.0,9.8,41029.0,94.6,11.1
HI,hanalei cdp,60.4,0.0,0.7,13.6,6.4,60.4,0.0,0.7,13.6,6.4,41563.0,89.3,13.8
HI,hanamaulu cdp,9.1,0.4,0.1,57.0,8.0,9.1,0.4,0.1,57.0,8.0,60568.0,82.3,8.3
HI,hanapepe cdp,16.8,0.1,0.3,43.4,8.9,16.8,0.1,0.3,43.4,8.9,75000.0,97.1,4.4
HI,hauula cdp,18.8,0.5,0.2,6.1,8.5,18.8,0.5,0.2,6.1,8.5,71827.0,92.0,14.0
HI,hawaiian acres cdp,46.4,1.3,1.0,7.3,14.6,46.4,1.3,1.0,7.3,14.6,28021.0,88.4,20.1
HI,hawaiian beaches cdp,31.8,0.8,0.7,14.9,17.8,31.8,0.8,0.7,14.9,17.8,31250.0,95.5,32.1
HI,hawaiian ocean view cdp,48.7,0.6,0.9,5.5,10.6,48.7,0.6,0.9,5.5,10.6,34128.0,90.5,47.5
HI,hawaiian paradise park cdp,34.7,0.8,0.6,18.8,14.9,34.7,0.8,0.6,18.8,14.9,47343.0,91.3,27.7
HI,hawi cdp,22.6,0.1,0.3,18.8,17.9,22.6,0.1,0.3,18.8,17.9,63354.0,89.4,18.1
HI,heeia cdp,24.3,0.3,0.1,39.8,5.9,24.3,0.3,0.1,39.8,5.9,108108.0,94.3,1.1
HI,hickam housing cdp,65.9,9.5,0.6,6.2,13.6,65.9,9.5,0.6,6.2,13.6,70538.0,100.0,7.1
HI,hilo cdp,17.6,0.5,0.3,34.3,10.4,17.6,0.5,0.3,34.3,10.4,53939.0,92.5,18.3
HI,holualoa cdp,55.0,0.7,0.4,16.3,9.5,55.0,0.7,0.4,16.3,9.5,69444.0,92.4,11.7
HI,honalo cdp,35.2,0.3,0.5,17.0,20.3,35.2,0.3,0.5,17.0,20.3,54792.0,88.1,14.5
HI,honaunau-napoopoo cdp,39.5,0.3,0.2,15.1,14.4,39.5,0.3,0.2,15.1,14.4,56250.0,90.4,9.7
HI,honokaa cdp,24.2,0.2,0.1,35.9,11.5,24.2,0.2,0.1,35.9,11.5,54167.0,85.3,12.0
HI,honomu cdp,31.0,0.4,0.0,27.9,12.4,31.0,0.4,0.0,27.9,12.4,42917.0,94.1,19.2
HI,iroquois point cdp,42.4,6.5,0.5,11.4,14.9,42.4,6.5,0.5,11.4,14.9,82596.0,96.1,8.3
HI,kaaawa cdp,34.4,0.9,0.2,6.4,10.4,34.4,0.9,0.2,6.4,10.4,74297.0,92.8,6.7
HI,kaanapali cdp,85.1,0.0,0.1,6.4,5.4,85.1,0.0,0.1,6.4,5.4,88438.0,97.5,6.7
HI,kahaluu cdp,22.9,0.6,0.4,20.7,10.6,22.9,0.6,0.4,20.7,10.6,82308.0,91.8,9.8
HI,kahaluu-keauhou cdp,63.5,0.6,0.4,10.2,9.0,63.5,0.6,0.4,10.2,9.0,71953.0,89.9,28.0
HI,kahuku cdp,8.6,0.4,0.1,25.3,6.7,8.6,0.4,0.1,25.3,6.7,74167.0,86.9,15.3
HI,kahului cdp,9.9,0.4,0.3,53.1,9.4,9.9,0.4,0.3,53.1,9.4,66625.0,85.5,11.5
HI,kailua cdp (hawaii county),36.7,0.4,0.6,18.1,12.2,36.7,0.4,0.6,18.1,12.2,56596.0,87.6,15.4
HI,kailua cdp (honolulu county),44.0,0.6,0.2,20.3,6.5,44.0,0.6,0.2,20.3,6.5,105316.0,95.6,5.1
HI,kalaheo cdp,43.7,0.4,0.5,25.5,10.7,43.7,0.4,0.5,25.5,10.7,79684.0,95.1,9.7
HI,kalaoa cdp,44.2,0.5,0.3,13.1,11.0,44.2,0.5,0.3,13.1,11.0,66948.0,93.8,13.5
HI,kalihiwai cdp,67.8,0.9,0.0,4.0,6.5,67.8,0.9,0.0,4.0,6.5,61429.0,97.6,9.2
HI,kaneohe cdp,20.5,0.6,0.3,36.9,8.4,20.5,0.6,0.3,36.9,8.4,84626.0,94.6,6.3
HI,kaneohe station cdp,74.0,7.3,1.1,3.9,19.9,74.0,7.3,1.1,3.9,19.9,49466.0,99.9,7.6
HI,kapaa cdp,32.8,0.4,0.5,27.2,11.4,32.8,0.4,0.5,27.2,11.4,63609.0,93.9,13.3
HI,kapaau cdp,21.3,0.2,0.3,31.5,15.8,21.3,0.2,0.3,31.5,15.8,53611.0,91.7,18.3
HI,kapolei cdp,13.0,1.8,0.2,34.4,11.2,13.0,1.8,0.2,34.4,11.2,91706.0,93.4,4.0
HI,kaumakani cdp,4.5,0.0,0.1,66.9,5.3,4.5,0.0,0.1,66.9,5.3,60938.0,76.6,10.4
HI,kaunakakai cdp,15.4,0.5,0.3,22.2,5.9,15.4,0.5,0.3,22.2,5.9,42206.0,94.9,12.5
HI,kawela bay cdp,75.8,0.6,0.3,3.9,7.0,75.8,0.6,0.3,3.9,7.0,57250.0,99.0,14.5
HI,keaau cdp,12.4,0.2,0.2,52.0,8.7,12.4,0.2,0.2,52.0,8.7,51429.0,85.1,13.5
HI,kealakekua cdp,26.7,0.2,1.0,30.8,10.6,26.7,0.2,1.0,30.8,10.6,59609.0,89.9,15.3
HI,kekaha cdp,18.6,0.6,0.2,31.5,11.2,18.6,0.6,0.2,31.5,11.2,55833.0,86.9,5.4
HI,keokea cdp,29.0,0.7,0.6,8.7,8.4,29.0,0.7,0.6,8.7,8.4,71319.0,93.4,11.5
HI,kihei cdp,50.7,1.2,0.6,21.7,10.5,50.7,1.2,0.6,21.7,10.5,64747.0,93.0,9.6
HI,kilauea cdp,54.9,0.5,0.5,21.3,9.3,54.9,0.5,0.5,21.3,9.3,71000.0,91.6,10.2
HI,koloa cdp,23.0,0.5,0.6,39.0,11.6,23.0,0.5,0.6,39.0,11.6,47404.0,85.5,14.3
HI,ko olina cdp,69.6,3.5,0.3,13.0,7.7,69.6,3.5,0.3,13.0,7.7,97463.0,98.0,2.4
HI,kualapuu cdp,8.4,0.3,0.0,13.8,6.5,8.4,0.3,0.0,13.8,6.5,43750.0,89.1,16.5
HI,kukuihaele cdp,31.8,0.0,0.6,14.0,8.3,31.8,0.0,0.6,14.0,8.3,46250.0,93.9,25.2
HI,kula cdp,56.3,0.5,0.4,16.3,7.8,56.3,0.5,0.4,16.3,7.8,78393.0,98.0,12.8
HI,kurtistown cdp,19.5,0.2,0.3,35.8,10.0,19.5,0.2,0.3,35.8,10.0,51908.0,91.1,4.7
HI,lahaina cdp,27.2,0.5,0.3,39.5,11.5,27.2,0.5,0.3,39.5,11.5,67362.0,89.4,9.3
HI,laie cdp,29.4,0.8,0.2,13.7,5.2,29.4,0.8,0.2,13.7,5.2,85769.0,96.4,13.1
HI,lanai city cdp,14.0,0.2,0.1,56.0,8.2,14.0,0.2,0.1,56.0,8.2,54023.0,86.7,9.4
HI,launiupoko cdp,72.6,0.9,0.3,7.8,10.4,72.6,0.9,0.3,7.8,10.4,124167.0,99.5,3.4
HI,laupahoehoe cdp,36.5,0.3,0.2,24.4,18.6,36.5,0.3,0.2,24.4,18.6,55417.0,95.9,3.6
HI,lawai cdp,39.9,0.3,0.6,24.4,12.7,39.9,0.3,0.6,24.4,12.7,75594.0,96.5,7.0
HI,leilani estates cdp,63.4,1.3,1.8,6.1,9.8,63.4,1.3,1.8,6.1,9.8,32011.0,89.1,28.5
HI,lihue cdp,22.2,0.4,0.2,44.4,8.5,22.2,0.4,0.2,44.4,8.5,59640.0,91.2,14.3
HI,maalaea cdp,78.1,2.0,0.3,9.7,3.7,78.1,2.0,0.3,9.7,3.7,71094.0,98.6,6.7
HI,mahinahina cdp,68.1,0.5,0.2,16.7,7.7,68.1,0.5,0.2,16.7,7.7,95288.0,92.1,3.2
HI,maili cdp,14.5,2.3,0.2,17.8,17.7,14.5,2.3,0.2,17.8,17.7,60448.0,87.9,23.1
HI,makaha cdp,17.8,1.4,0.4,12.5,18.4,17.8,1.4,0.4,12.5,18.4,47245.0,84.0,26.3
HI,makaha valley cdp,31.8,4.2,0.4,7.5,19.7,31.8,4.2,0.4,7.5,19.7,48077.0,94.7,29.3
HI,makakilo cdp,23.8,2.9,0.2,30.6,13.3,23.8,2.9,0.2,30.6,13.3,105765.0,94.8,4.3
HI,makawao cdp,38.2,0.4,0.6,15.9,15.1,38.2,0.4,0.6,15.9,15.1,61023.0,94.9,15.3
HI,makena cdp,70.7,0.0,0.0,10.1,7.1,70.7,0.0,0.0,10.1,7.1,44688.0,97.8,6.1
HI,maunaloa cdp,13.8,0.5,0.8,8.2,15.2,13.8,0.5,0.8,8.2,15.2,25179.0,87.9,44.4
HI,maunawili cdp,36.0,0.1,0.2,33.1,4.3,36.0,0.1,0.2,33.1,4.3,131635.0,99.1,1.8
HI,mililani mauka cdp,17.4,2.3,0.2,50.3,8.0,17.4,2.3,0.2,50.3,8.0,103424.0,96.9,1.8
HI,mililani town cdp,17.1,2.0,0.3,46.2,9.3,17.1,2.0,0.3,46.2,9.3,92019.0,96.1,5.0
HI,mokuleia cdp,64.9,1.7,0.4,9.4,9.7,64.9,1.7,0.4,9.4,9.7,68359.0,97.9,10.5
HI,mountain view cdp,24.9,0.4,0.7,16.0,20.4,24.9,0.4,0.7,16.0,20.4,48317.0,97.6,34.9
HI,naalehu cdp,10.5,0.1,0.0,40.9,8.2,10.5,0.1,0.0,40.9,8.2,40568.0,79.3,17.6
HI,nanakuli cdp,4.8,0.8,0.2,9.2,11.8,4.8,0.8,0.2,9.2,11.8,63453.0,89.6,16.6
HI,nanawale estates cdp,36.1,1.3,2.2,15.8,15.3,36.1,1.3,2.2,15.8,15.3,29115.0,82.4,29.8
HI,napili-honokowai cdp,52.9,0.9,0.4,19.9,14.1,52.9,0.9,0.4,19.9,14.1,51644.0,91.0,5.9
HI,ocean pointe cdp,34.6,7.4,0.6,30.5,10.7,34.6,7.4,0.6,30.5,10.7,107767.0,95.5,3.8
HI,olinda cdp,71.1,0.2,1.3,7.6,7.4,71.1,0.2,1.3,7.6,7.4,72692.0,96.9,18.9
HI,olowalu cdp,43.8,0.0,1.3,13.8,1.3,43.8,0.0,1.3,13.8,1.3,75417.0,95.0,5.6
HI,omao cdp,42.1,0.4,0.5,26.1,13.1,42.1,0.4,0.5,26.1,13.1,60887.0,91.4,11.0
HI,orchidlands estates cdp,32.0,0.8,0.6,21.7,14.7,32.0,0.8,0.6,21.7,14.7,49545.0,88.5,25.6
HI,paauilo cdp,15.3,0.0,0.2,36.0,15.8,15.3,0.0,0.2,36.0,15.8,47500.0,80.6,9.9
HI,pahala cdp,10.0,0.7,0.2,42.9,10.7,10.0,0.7,0.2,42.9,10.7,50125.0,84.7,18.1
HI,pahoa cdp,14.9,0.4,1.5,43.5,6.6,14.9,0.4,1.5,43.5,6.6,31442.0,93.2,26.2
HI,paia cdp,42.7,0.2,0.6,23.8,10.2,42.7,0.2,0.6,23.8,10.2,71250.0,93.2,7.5
HI,pakala village cdp,17.7,0.0,0.3,32.0,9.5,17.7,0.0,0.3,32.0,9.5,58594.0,79.2,7.3
HI,papaikou cdp,19.7,0.1,0.1,41.0,12.2,19.7,0.1,0.1,41.0,12.2,44896.0,88.7,8.8
HI,paukaa cdp,40.9,0.0,0.7,32.7,6.4,40.9,0.0,0.7,32.7,6.4,56250.0,94.2,11.7
HI,pearl city cdp,16.0,2.9,0.3,53.2,8.2,16.0,2.9,0.3,53.2,8.2,85384.0,92.4,5.7
HI,pepeekeo cdp,12.9,0.7,0.3,43.0,12.6,12.9,0.7,0.3,43.0,12.6,33438.0,89.3,28.5
HI,poipu cdp,65.9,0.2,0.2,13.7,8.2,65.9,0.2,0.2,13.7,8.2,70234.0,97.2,8.9
HI,princeville cdp,80.4,0.4,0.8,5.4,5.7,80.4,0.4,0.8,5.4,5.7,70086.0,96.9,15.8
HI,puako cdp,73.2,0.4,0.4,11.1,4.0,73.2,0.4,0.4,11.1,4.0,73750.0,98.1,8.8
HI,puhi cdp,18.3,0.2,0.1,54.6,7.5,18.3,0.2,0.1,54.6,7.5,72500.0,92.1,7.4
HI,pukalani cdp,33.2,0.4,0.3,23.9,12.0,33.2,0.4,0.3,23.9,12.0,79515.0,94.5,8.3
HI,punaluu cdp,35.7,1.5,0.3,8.6,6.7,35.7,1.5,0.3,8.6,6.7,52000.0,93.0,7.3
HI,pupukea cdp,59.5,0.6,0.4,12.0,8.8,59.5,0.6,0.4,12.0,8.8,106272.0,96.3,6.4
HI,royal kunia cdp,12.0,1.8,0.2,58.4,7.5,12.0,1.8,0.2,58.4,7.5,103649.0,91.2,2.6
HI,schofield barracks cdp,60.2,15.3,1.5,3.2,17.3,60.2,15.3,1.5,3.2,17.3,52934.0,97.3,8.6
HI,urban honolulu cdp,17.9,1.5,0.2,54.8,5.4,17.9,1.5,0.2,54.8,5.4,61442.0,88.2,12.0
HI,volcano cdp,51.5,0.7,0.4,11.6,8.8,51.5,0.7,0.4,11.6,8.8,50543.0,88.5,18.8
HI,wahiawa cdp,11.4,1.6,0.3,40.7,13.0,11.4,1.6,0.3,40.7,13.0,56022.0,89.2,14.9
HI,waialua cdp,21.4,0.2,0.2,45.5,10.3,21.4,0.2,0.2,45.5,10.3,68167.0,82.8,7.6
HI,waianae cdp,8.3,0.8,0.2,14.5,15.9,8.3,0.8,0.2,14.5,15.9,60345.0,84.1,29.0
HI,waihee-waiehu cdp,12.2,0.2,0.2,38.3,9.8,12.2,0.2,0.2,38.3,9.8,87500.0,88.1,7.9
HI,waikane cdp,17.1,0.6,0.1,16.2,7.8,17.1,0.6,0.1,16.2,7.8,73750.0,90.6,13.7
HI,waikapu cdp,23.7,0.4,0.5,33.9,10.6,23.7,0.4,0.5,33.9,10.6,91447.0,94.4,4.4
HI,waikele cdp,16.0,2.7,0.2,54.1,7.4,16.0,2.7,0.2,54.1,7.4,95224.0,96.2,1.0
HI,waikoloa village cdp,47.1,0.7,0.8,16.1,10.2,47.1,0.7,0.8,16.1,10.2,74217.0,95.8,7.5
HI,wailea cdp,78.1,0.7,0.4,8.8,6.9,78.1,0.7,0.4,8.8,6.9,59902.0,95.8,16.7
HI,wailua cdp,33.1,0.6,0.2,31.8,10.0,33.1,0.6,0.2,31.8,10.0,54594.0,91.7,10.1
HI,wailua homesteads cdp,46.5,0.4,0.3,21.0,8.6,46.5,0.4,0.3,21.0,8.6,69527.0,93.6,8.0
HI,wailuku cdp,21.0,0.6,0.3,37.2,10.3,21.0,0.6,0.3,37.2,10.3,69768.0,91.2,12.7
HI,waimalu cdp,17.3,2.7,0.3,49.2,8.5,17.3,2.7,0.3,49.2,8.5,71486.0,93.7,6.6
HI,waimanalo cdp,12.3,0.3,0.2,23.8,11.2,12.3,0.3,0.2,23.8,11.2,68398.0,92.0,24.3
HI,waimanalo beach cdp,9.2,0.2,0.1,4.2,7.6,9.2,0.2,0.1,4.2,7.6,73750.0,90.5,9.2
HI,waimea cdp (hawaii county),31.2,0.3,0.2,17.3,9.0,31.2,0.3,0.2,17.3,9.0,58941.0,93.0,13.6
HI,waimea cdp (kauai county),17.5,0.6,0.5,34.0,8.0,17.5,0.6,0.5,34.0,8.0,69750.0,91.6,13.1
HI,wainaku cdp,25.1,0.2,0.2,41.6,8.9,25.1,0.2,0.2,41.6,8.9,34306.0,86.7,19.3
HI,wainiha cdp,62.3,1.3,0.3,3.1,3.5,62.3,1.3,0.3,3.1,3.5,33500.0,98.3,28.0
HI,waiohinu cdp,14.1,0.0,0.0,24.9,10.3,14.1,0.0,0.0,24.9,10.3,30875.0,87.8,22.9
HI,waipahu cdp,3.4,0.8,0.1,67.1,5.8,3.4,0.8,0.1,67.1,5.8,69665.0,83.8,13.5
HI,waipio cdp,11.6,1.5,0.2,56.4,8.7,11.6,1.5,0.2,56.4,8.7,74085.0,94.0,5.9
HI,waipio acres cdp,19.1,3.3,0.4,35.4,13.4,19.1,3.3,0.4,35.4,13.4,60887.0,92.9,16.4
HI,west loch estate cdp,13.7,1.7,0.2,55.0,8.4,13.7,1.7,0.2,55.0,8.4,97578.0,93.5,4.3
HI,wheeler afb cdp,68.2,9.7,1.0,3.5,17.2,68.2,9.7,1.0,3.5,17.2,60608.0,97.8,13.4
HI,whitmore village cdp,4.5,0.8,0.1,64.4,8.4,4.5,0.8,0.1,64.4,8.4,70644.0,83.9,10.9
ID,aberdeen city,60.2,0.1,0.7,0.1,54.1,60.2,0.1,0.7,0.1,54.1,38649.0,57.6,12.3
ID,albion city,96.3,0.0,0.0,0.0,4.5,96.3,0.0,0.0,0.0,4.5,52813.0,92.4,25.6
ID,american falls city,70.2,0.4,0.9,0.5,39.0,70.2,0.4,0.9,0.5,39.0,42308.0,75.1,16.1
ID,ammon city,94.1,0.5,0.5,0.8,6.4,94.1,0.5,0.5,0.8,6.4,61725.0,94.6,8.5
ID,arbon valley cdp,85.8,0.5,3.3,1.0,11.2,85.8,0.5,3.3,1.0,11.2,45585.0,76.4,15.5
ID,arco city,95.1,0.0,0.3,0.3,3.0,95.1,0.0,0.3,0.3,3.0,31681.0,92.3,35.5
ID,arimo city,91.3,0.0,0.0,0.3,3.1,91.3,0.0,0.0,0.3,3.1,51250.0,92.7,9.7
ID,ashton city,85.0,0.1,0.4,0.0,17.6,85.0,0.1,0.4,0.0,17.6,39688.0,82.0,20.8
ID,athol city,97.0,0.0,0.9,0.0,0.3,97.0,0.0,0.9,0.0,0.3,37880.0,87.5,15.3
ID,atomic city city,96.6,0.0,3.4,0.0,3.4,96.6,0.0,3.4,0.0,3.4,33750.0,78.6,14.3
ID,bancroft city,96.0,0.0,0.3,0.0,3.2,96.0,0.0,0.3,0.0,3.2,46319.0,91.9,13.6
ID,basalt city,90.6,0.0,0.8,0.0,13.2,90.6,0.0,0.8,0.0,13.2,33214.0,83.3,14.8
ID,bellevue city,80.4,0.3,0.4,0.4,28.8,80.4,0.3,0.4,0.4,28.8,45843.0,85.5,11.3
ID,bennington cdp,97.9,0.0,2.1,0.0,2.1,97.9,0.0,2.1,0.0,2.1,58125.0,100.0,0.0
ID,blackfoot city,83.1,0.3,3.5,1.1,18.4,83.1,0.3,3.5,1.1,18.4,38406.0,86.0,16.9
ID,blanchard cdp,97.7,0.0,0.8,0.0,1.1,97.7,0.0,0.8,0.0,1.1,73036.0,100.0,0.0
ID,bliss city,72.3,0.0,0.3,2.2,34.6,72.3,0.0,0.3,2.2,34.6,25000.0,73.5,31.8
ID,bloomington city,88.8,0.0,2.9,2.4,8.3,88.8,0.0,2.9,2.4,8.3,47083.0,96.7,1.6
ID,boise city city,89.0,1.5,0.7,3.2,7.1,89.0,1.5,0.7,3.2,7.1,50323.0,94.3,14.3
ID,bonners ferry city,94.3,0.2,2.0,0.6,4.7,94.3,0.2,2.0,0.6,4.7,31715.0,86.8,13.5
ID,bovill city,96.5,0.0,0.0,0.0,0.4,96.5,0.0,0.0,0.0,0.4,35000.0,73.5,27.6
ID,buhl city,81.9,0.2,0.7,0.2,24.9,81.9,0.2,0.7,0.2,24.9,32730.0,72.6,21.2
ID,burley city,77.2,0.4,1.0,0.7,33.4,77.2,0.4,1.0,0.7,33.4,35820.0,78.1,21.1
ID,butte city city,86.5,2.7,4.1,0.0,13.5,86.5,2.7,4.1,0.0,13.5,22411.0,64.7,33.3
ID,caldwell city,77.5,0.6,1.2,0.9,35.4,77.5,0.6,1.2,0.9,35.4,41048.0,79.1,20.6
ID,cambridge city,98.2,0.0,0.6,0.0,0.3,98.2,0.0,0.6,0.0,0.3,28750.0,80.4,12.0
ID,carey city,88.9,0.7,0.3,0.3,12.1,88.9,0.7,0.3,0.3,12.1,61750.0,96.0,8.7
ID,cascade city,96.5,0.2,0.9,0.2,2.7,96.5,0.2,0.9,0.2,2.7,37500.0,90.6,11.2
ID,castleford city,87.6,0.0,0.0,0.4,35.0,87.6,0.0,0.0,0.4,35.0,24091.0,67.0,19.7
ID,challis city,93.6,0.1,0.8,0.3,7.2,93.6,0.1,0.8,0.3,7.2,33603.0,85.6,18.6
ID,chubbuck city,90.5,0.4,2.4,1.1,7.5,90.5,0.4,2.4,1.1,7.5,50368.0,92.5,14.3
ID,clark fork city,95.5,0.0,0.7,0.6,0.9,95.5,0.0,0.7,0.6,0.9,20000.0,81.0,34.3
ID,clifton city,97.7,0.0,0.0,0.0,1.9,97.7,0.0,0.0,0.0,1.9,48214.0,90.9,17.8
ID,coeur d'alene city,93.8,0.4,1.2,0.8,4.3,93.8,0.4,1.2,0.8,4.3,43033.0,91.2,15.0
ID,conkling park cdp,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,39167.0,85.5,10.0
ID,cottonwood city,97.1,0.9,0.3,0.2,0.9,97.1,0.9,0.3,0.2,0.9,36813.0,90.7,23.9
ID,council city,96.5,0.1,0.7,0.2,3.0,96.5,0.1,0.7,0.2,3.0,35750.0,82.7,15.4
ID,craigmont city,95.2,0.0,0.6,1.0,2.0,95.2,0.0,0.6,1.0,2.0,37222.0,92.7,6.1
ID,crouch city,96.9,0.0,1.2,0.6,1.9,96.9,0.0,1.2,0.6,1.9,45000.0,78.5,17.6
ID,culdesac city,83.4,0.0,15.8,0.0,5.3,83.4,0.0,15.8,0.0,5.3,28000.0,83.4,32.1
ID,dalton gardens city,96.8,0.2,0.6,0.4,3.2,96.8,0.2,0.6,0.4,3.2,67321.0,93.0,7.5
ID,dayton city,93.1,0.0,0.0,0.0,6.5,93.1,0.0,0.0,0.0,6.5,41806.0,96.3,15.4
ID,deary city,93.5,0.2,1.0,0.8,2.2,93.5,0.2,1.0,0.8,2.2,50556.0,96.8,6.1
ID,declo city,85.1,0.0,4.1,0.0,15.2,85.1,0.0,4.1,0.0,15.2,46163.0,56.7,7.3
ID,de smet cdp,8.0,0.0,70.9,0.0,4.0,8.0,0.0,70.9,0.0,4.0,31000.0,82.3,49.4
ID,dietrich city,90.1,3.3,0.9,0.0,10.2,90.1,3.3,0.9,0.0,10.2,46250.0,85.8,24.1
ID,dover city,96.8,0.0,0.5,0.4,2.5,96.8,0.0,0.5,0.4,2.5,64000.0,94.7,0.0
ID,downey city,98.1,0.0,0.2,0.0,1.6,98.1,0.0,0.2,0.0,1.6,33056.0,88.7,13.8
ID,driggs city,73.0,0.5,0.2,0.5,31.6,73.0,0.5,0.2,0.5,31.6,42216.0,85.0,20.3
ID,dubois city,67.1,0.9,0.7,0.3,49.6,67.1,0.9,0.7,0.3,49.6,35313.0,66.7,15.4
ID,eagle city,94.4,0.3,0.5,1.6,4.7,94.4,0.3,0.5,1.6,4.7,78939.0,96.1,5.1
ID,east hope city,98.1,0.0,0.5,0.5,2.4,98.1,0.0,0.5,0.5,2.4,46750.0,95.2,24.7
ID,eden city,75.8,0.0,0.0,0.0,26.7,75.8,0.0,0.0,0.0,26.7,45000.0,86.8,10.8
